"id","question_text","opt1","opt2","opt3","opt4","reason1","reason2","reason3","reason4","concept","prereqs","a_vector","d_param","correct_option","status","review_notes","content_validated","misconception_validated","concept_id","prereq_ids","skill_vector","question_type","difficulty_tier","estimated_time_sec","item_exposure_limit","version","z1","z2","z3","z4"
"NCERT_ElecRep_07","The trend of decreasing atomic radius across a period is partly due to:","Increasing effective nuclear charge outweighing repulsion.","Increasing electron-electron repulsion expanding the atom.","Decreasing electron-electron repulsion.","Decreasing nuclear charge.","Correct. Although repulsion increases, the increase in Z_eff is greater, pulling electrons closer.","Incorrect. Repulsion increases, but the effect of Z_eff dominates, causing contraction.","Incorrect. Repulsion actually increases across a period.","Incorrect. Nuclear charge increases.","Electron-Electron Repulsion","None (Foundation Concept)","[0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","1","reviewed","","True","True","Electron-Electron Repulsion","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","65","150","1.0","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"NCERT_ElecRep_08","The energy required to remove an electron from an atom (ionization energy) is influenced by electron-electron repulsion. How does repulsion affect IE?","Repulsion has no effect on IE.","Higher repulsion makes it easier to remove an electron.","Repulsion only affects IE of cations.","Higher repulsion makes it harder to remove an electron.","Incorrect. Repulsion is a key factor in determining IE.","Correct. Increased repulsion reduces the net attraction, lowering the energy needed to remove an electron.","Incorrect. Repulsion affects neutral atoms as well.","Incorrect. Repulsion actually helps remove an electron because the electron is less tightly held.","Electron-Electron Repulsion","None (Foundation Concept)","[0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-0.9","2","reviewed","","True","True","Electron-Electron Repulsion","None (Foundation Concept)","[1, 0, 0]","conceptual","core","110","100","1.0","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"NCERT_ElecRep_09","Consider the following: (I) The ionization energy of O is lower than N. (II) The ionization energy of S is lower than P. These observations are both explained by:","Decreased atomic radius.","Electron-electron repulsion in the p⁴ configuration.","Increased shielding.","Increased nuclear charge.","Incorrect. Atomic radius decreases, which would increase IE, opposite to observation.","Correct. Both O and S have a p⁴ configuration with one paired electron, leading to higher repulsion and lower IE compared to their preceding elements (p³ half-filled stable configuration).","Incorrect. Shielding does not increase significantly.","Incorrect. Nuclear charge is higher in O and S, which would increase IE, not decrease.","Electron-Electron Repulsion","None (Foundation Concept)","[0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","2","reviewed","","True","True","Electron-Electron Repulsion","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","80","150","1.0","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"NCERT_ElecRep_10","Which of the following best describes the relationship between electron-electron repulsion and the shielding effect?","Shielding is a consequence of electron-electron repulsion, but also involves orbital penetration.","Shielding is caused entirely by electron-electron repulsion.","Shielding and electron-electron repulsion are unrelated.","Electron-electron repulsion is the cause of the shielding effect.","Correct. The shielding effect arises from both repulsion and the fact that inner electrons occupy space closer to the nucleus, reducing the net nuclear charge felt by outer electrons.","Incorrect. Shielding is not entirely caused by repulsion; it also involves the fact that inner electrons are between the nucleus and outer electrons.","Incorrect. They are closely related.","Incorrect. Repulsion is part of it, but shielding also includes the spatial distribution of inner electrons.","Electron-Electron Repulsion","None (Foundation Concept)","[0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","1","reviewed","","True","True","Electron-Electron Repulsion","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","90","150","1.0","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"NCERT_EnergySplit_01","What is meant by energy level splitting in atomic orbitals?","The process of electrons jumping between energy levels.","The separation of energy levels in a molecule.","The splitting of spectral lines in a magnetic field.","The phenomenon where orbitals of the same principal quantum number have different energies due to electron-electron interactions.","Incorrect. That describes electronic transitions.","Incorrect. That is molecular orbital splitting.","Incorrect. That describes the Zeeman effect.","Correct. In multi-electron atoms, s, p, d orbitals of the same n have different energies due to shielding and penetration effects.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.2","4","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","90","150","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_02","In multi-electron atoms, the energy of a 3s orbital is lower than that of a 3p orbital because:","The 3s orbital has more electrons.","The 3s orbital penetrates closer to the nucleus, experiencing higher Z_eff.","The 3s orbital has a lower principal quantum number.","The 3p orbital has a higher nuclear charge.","Incorrect. Number of electrons is not the determining factor for orbital energy ordering.","Correct. Penetration of the 3s orbital leads to lower energy.","Incorrect. Both have n=3.","Incorrect. The nuclear charge is the same for both orbitals in the same atom.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","2","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","90","150","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_03","Which of the following represents the correct order of increasing energy for orbitals with n=4 in a multi-electron atom?","4s = 4p = 4d = 4f","4p < 4s < 4d < 4f","4f < 4d < 4p < 4s","4s < 4p < 4d < 4f","Incorrect. They are not degenerate in multi-electron atoms.","Incorrect. s is lower than p.","Incorrect. This is the reverse order.","Correct. Due to penetration, s has lowest energy, then p, then d, then f for the same n.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.2","4","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","85","150","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_04","The splitting of energy levels in multi-electron atoms is primarily caused by:","Magnetic interactions between electrons.","Nuclear spin.","Relativistic effects.","Differences in the distance from the nucleus and orbital penetration.","Incorrect. Magnetic interactions cause fine structure but not the gross splitting.","Incorrect. Nuclear spin affects hyperfine structure, not orbital energy ordering.","Incorrect. Relativistic effects are significant only for heavy atoms.","Correct. Orbitals with different azimuthal quantum numbers have different radial distributions, leading to different average distances and penetration, hence different energies.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","4","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","65","150","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_05","Which of the following statements about energy level splitting is correct?","The 3d orbital has higher energy than 4s in all atoms.","Energy level splitting is independent of atomic number.","In multi-electron atoms, orbitals with the same n but different l are non-degenerate.","The energy order of orbitals in hydrogen is the same as in multi-electron atoms.","Incorrect. For K and Ca, 4s is lower than 3d; for transition metals, 3d becomes lower after filling.","Incorrect. Splitting depends on Z and electron configuration.","Correct. Because of penetration, s, p, d, f orbitals of the same n have different energies.","Incorrect. In hydrogen, all orbitals with same n are degenerate.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","3","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","100","150","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_06","The phenomenon of energy level splitting explains why:","Ionization energy increases across a period.","The electron configuration of potassium is [Ar]4s¹ rather than [Ar]3d¹.","Electronegativity increases across a period.","The atomic radius decreases across a period.","Incorrect. IE trend is due to Z_eff.","Correct. Because 4s has lower energy than 3d in potassium, the 4s orbital is filled first.","Incorrect. Electronegativity trend is due to Z_eff and atomic size.","Incorrect. Radius trend is explained by Z_eff.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","2","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","numerical","easy","70","150","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_07","The energy order of orbitals in multi-electron atoms is determined by the sum of (n + l). According to this, which of the following orbitals has the lowest energy?","3d (n=3, l=2)","5s (n=5, l=0)","4p (n=4, l=1)","4s (n=4, l=0)","Incorrect. 3d has (n+l)=5, higher than 4s.","Incorrect. 5s has (n+l)=5, but n is higher than 4s, so it has higher energy than 4s.","Incorrect. 4p has (n+l)=5, higher than 4s.","Correct. (n+l) for 4s = 4, for 3d = 5, for 4p = 5, for 5s = 5. Lower (n+l) gives lower energy; when equal, lower n gives lower energy. So 4s has lowest energy.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-0.8","4","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","core","90","100","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_08","Why does the 3d orbital have higher energy than the 4s orbital in the potassium atom?","Because 3d has a higher principal quantum number than 4s.","Because the 3d orbital has a higher azimuthal quantum number.","Because the 4s orbital has a higher nuclear charge.","Because the 4s orbital penetrates more, reducing its energy relative to 3d.","Incorrect. This has the principal quantum numbers backwards - 3d has n=3, which is lower than 4s's n=4. Energy ordering here is governed mainly by penetration, not by n alone.","Incorrect. While l is higher for 3d, the main reason is penetration.","Incorrect. Nuclear charge is same for both orbitals in the same atom.","Correct. In K, the 4s orbital's penetration makes its energy lower than 3d, despite having higher n.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-0.9","4","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","core","115","100","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_09","Consider the following statements: (I) In hydrogen atom, 3s, 3p, and 3d orbitals have the same energy. (II) In multi-electron atoms, 3s, 3p, and 3d orbitals have different energies. Which is correct?","Only II is true","Both I and II are false","Both I and II are true","Only I is true","Incorrect.","Incorrect. Both are true.","Correct. In hydrogen, only n determines energy (degenerate). In multi-electron atoms, l also matters, causing splitting.","Incorrect.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","3","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","90","150","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_EnergySplit_10","The splitting of energy levels in multi-electron atoms leads to:","The Aufbau principle","The Heisenberg uncertainty principle","The Pauli exclusion principle","Hund's rule","Correct. The order in which orbitals are filled (Aufbau) is a direct consequence of the energy ordering (splitting) in multi-electron atoms.","Incorrect. Heisenberg principle deals with uncertainty in position and momentum.","Incorrect. Pauli principle deals with quantum numbers and electron identity.","Incorrect. Hund's rule deals with electron pairing within degenerate orbitals.","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","1","reviewed","","True","True","Energy Level Splitting in Atomic Orbitals","None (Foundation Concept)","[1, 0, 0]","conceptual","easy","55","150","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"NCERT_ChargeDensity_01","What is charge density (Z/r) of an ion?","The ratio of atomic number to atomic radius.","The ratio of mass to volume.","The product of charge and radius.","The ratio of ionic charge to ionic radius.","Incorrect. Z/r for an atom is nuclear charge/radius, but for ions we consider ionic charge.","Incorrect. That is density, not charge density.","Incorrect. That would be charge × radius, not charge density.","Correct. Charge density is the ionic charge divided by its radius, representing how concentrated the charge is.","Charge Density (Z/r) and Ionic Potential","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.2","4","reviewed","","True","True","Charge Density (Z/r) and Ionic Potential","None (Foundation Concept)","[0, 0, 1]","conceptual","easy","70","150","1.0","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"NCERT_ChargeDensity_02","Which of the following ions has the highest charge density?","Na⁺","Si⁴⁺","Al³⁺","Mg²⁺","Incorrect. Na⁺ has charge +1, radius ~102 pm.","Correct. Si⁴⁺ has +4, radius ~40 pm. Its charge/radius ratio is highest.","Incorrect. Al³⁺ has +3, radius ~53.5 pm.","Incorrect. Mg²⁺ has +2, radius ~72 pm.","Charge Density (Z/r) and Ionic Potential","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","2","reviewed","","True","True","Charge Density (Z/r) and Ionic Potential","None (Foundation Concept)","[0, 0, 1]","conceptual","easy","45","150","1.0","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"NCERT_ChargeDensity_03","Ionic potential (charge/radius) is a useful parameter to predict:","Polarizing power of a cation.","Magnetic behavior.","Color of a compound.","Melting point of metals.","Incorrect. Melting point of metals depends on metallic bonding.","Incorrect. Magnetic behavior depends on unpaired electrons.","Incorrect. Color is more related to d-d transitions in complexes.","Correct. Higher charge density means greater polarizing power, which influences covalent character and other properties.","Charge Density (Z/r) and Ionic Potential","None (Foundation Concept)","[0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","-1.0","4","reviewed","","True","True","Charge Density (Z/r) and Ionic Potential","None (Foundation Concept)","[0, 0, 1]","conceptual","easy","55","150","1.0","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
